"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40674","@Webst Client App login","","Fri Jul 04 15:12:54 EEST 2025","broken","Fri Jul 04 15:13:34 EEST 2025","","ClientApp.spec.js","",""
